time_total,time_GTT,H1_G_opt,H1_G_min,H1_G_max,H1_I_opt,H1_I_min,H1_I_max,H2_G_opt,H2_G_min,H2_G_max,H2_I_opt,H2_I_min,H2_I_max,Glycemic_level
171.82,,4.492772992,4.492772992,4.743141345,0.159035362,0.123726676,0.171634998,4.494644911,4.495168454,4.62969456,0.119868056,0.122543691,0.171506747,
171.83,,4.492540781,4.492540781,4.742988504,0.159030937,0.123718461,0.171629202,4.494413032,4.494937502,4.629505716,0.11987432,0.12254213,0.1715004,
171.84,,4.492308581,4.492308581,4.742835669,0.159026501,0.123710239,0.171623392,4.494181164,4.494706561,4.629316879,0.119880569,0.122540559,0.171494039,
171.85,,4.492076394,4.492076394,4.742682839,0.159022055,0.12370201,0.171617568,4.493949308,4.494475632,4.629128051,0.119886803,0.122538979,0.171487662,
171.86,,4.491844219,4.491844219,4.742530015,0.159017598,0.123693774,0.17161173,4.493717465,4.494244715,4.62893923,0.119893024,0.12253739,0.171481272,
171.87,,4.491612056,4.491612056,4.742377196,0.159013131,0.123685529,0.171605878,4.493485633,4.494013811,4.628750417,0.119899229,0.122535791,0.171474866,
171.88,,4.491379905,4.491379905,4.742224382,0.159008653,0.123677278,0.171600012,4.493253813,4.493782918,4.628561612,0.11990542,0.122534182,0.171468446,
171.89,,4.491147767,4.491147767,4.742071573,0.159004165,0.123669019,0.171594132,4.493022004,4.493552037,4.628372815,0.119911597,0.122532564,0.171462011,
171.9,,4.49091564,4.49091564,4.74191877,0.158999666,0.123660753,0.171588239,4.492790208,4.493321169,4.628184026,0.119917759,0.122530936,0.171455562,
171.91,,4.490683526,4.490683526,4.741765972,0.158995157,0.123652479,0.171582331,4.492558423,4.493090312,4.627995245,0.119923907,0.122529298,0.171449098,
171.92,,4.490451424,4.490451424,4.741613179,0.158990638,0.123644198,0.17157641,4.49232665,4.492859467,4.627806472,0.11993004,0.122527651,0.17144262,
171.93,,4.490219334,4.490219334,4.741460392,0.158986108,0.12363591,0.171570475,4.492094889,4.492628635,4.627617707,0.119936159,0.122525995,0.171436127,
171.94,,4.489987257,4.489987257,4.74130761,0.158981567,0.123627614,0.171564526,4.49186314,4.492397814,4.62742895,0.119942263,0.122524329,0.17142962,
171.95,,4.489755191,4.489755191,4.741154833,0.158977016,0.123619311,0.171558563,4.491631402,4.492167006,4.627240201,0.119948353,0.122522653,0.171423098,
171.96,,4.489523138,4.489523138,4.741002062,0.158972455,0.123611,0.171552587,4.491399677,4.491936209,4.62705146,0.119954428,0.122520968,0.171416562,
171.97,,4.489291097,4.489291097,4.740849296,0.158967883,0.123602683,0.171546596,4.491167963,4.491705425,4.626862726,0.119960489,0.122519273,0.171410011,
171.98,,4.489059068,4.489059068,4.740696535,0.158963301,0.123594357,0.171540592,4.490936261,4.491474652,4.626674001,0.119966536,0.122517569,0.171403446,
171.99,,4.488827052,4.488827052,4.74054378,0.158958709,0.123586025,0.171534574,4.490704571,4.491243892,4.626485283,0.119972568,0.122515856,0.171396866,
172,,4.488595047,4.488595047,4.740391029,0.158954106,0.123577685,0.171528543,4.490472893,4.491013143,4.626296574,0.119978586,0.122514132,0.171390272,
172.01,,4.488363055,4.488363055,4.740238285,0.158949493,0.123569338,0.171522497,4.490241226,4.490782407,4.626107872,0.11998459,0.1225124,0.171383663,
172.02,,4.488131075,4.488131075,4.740085545,0.158944869,0.123560984,0.171516438,4.490009571,4.490551682,4.625919179,0.119990579,0.122510658,0.17137704,
172.03,,4.487899107,4.487899107,4.739932811,0.158940235,0.123552622,0.171510366,4.489777929,4.49032097,4.625730493,0.119996553,0.122508906,0.171370403,
172.04,,4.487667151,4.487667151,4.739780082,0.158935591,0.123544253,0.171504279,4.489546298,4.490090269,4.625541815,0.120002514,0.122507145,0.171363751,
172.05,,4.487435207,4.487435207,4.739627358,0.158930936,0.123535877,0.171498179,4.489314678,4.489859581,4.625353146,0.12000846,0.122505374,0.171357085,
172.06,,4.487203276,4.487203276,4.73947464,0.158926271,0.123527493,0.171492065,4.489083071,4.489628904,4.625164484,0.120014391,0.122503594,0.171350404,
172.07,,4.486971357,4.486971357,4.739321927,0.158921596,0.123519102,0.171485937,4.488851475,4.48939824,4.62497583,0.120020309,0.122501805,0.171343709,
172.08,,4.48673945,4.48673945,4.739169219,0.15891691,0.123510704,0.171479796,4.488619892,4.489167588,4.624787184,0.120026212,0.122500006,0.171337,
172.09,,4.486507555,4.486507555,4.739016517,0.158912214,0.123502299,0.171473641,4.48838832,4.488936947,4.624598546,0.1200321,0.122498198,0.171330277,
172.1,,4.486275672,4.486275672,4.73886382,0.158907507,0.123493886,0.171467473,4.488156759,4.488706319,4.624409916,0.120037975,0.12249638,0.171323539,
172.11,,4.486043802,4.486043802,4.738711128,0.158902791,0.123485466,0.171461291,4.487925211,4.488475703,4.624221294,0.120043835,0.122494553,0.171316787,
172.12,,4.485811944,4.485811944,4.738558442,0.158898064,0.123477039,0.171455095,4.487693675,4.488245098,4.624032679,0.12004968,0.122492716,0.17131002,
172.13,,4.485580098,4.485580098,4.738405761,0.158893326,0.123468605,0.171448885,4.48746215,4.488014506,4.623844073,0.120055512,0.12249087,0.171303239,
172.14,,4.485348264,4.485348264,4.738253085,0.158888579,0.123460163,0.171442663,4.487230637,4.487783925,4.623655475,0.120061329,0.122489015,0.171296444,
172.15,,4.485116442,4.485116442,4.738100415,0.158883821,0.123451714,0.171436426,4.486999136,4.487553357,4.623466885,0.120067132,0.12248715,0.171289635,
172.16,,4.484884632,4.484884632,4.737947749,0.158879053,0.123443258,0.171430176,4.486767647,4.487322801,4.623278302,0.120072921,0.122485275,0.171282812,
172.17,,4.484652835,4.484652835,4.73779509,0.158874274,0.123434795,0.171423912,4.486536169,4.487092256,4.623089728,0.120078695,0.122483392,0.171275974,
172.18,,4.48442105,4.48442105,4.737642435,0.158869486,0.123426325,0.171417635,4.486304704,4.486861724,4.622901161,0.120084456,0.122481499,0.171269122,
172.19,,4.484189277,4.484189277,4.737489786,0.158864687,0.123417847,0.171411344,4.48607325,4.486631204,4.622712603,0.120090202,0.122479596,0.171262256,
172.2,,4.483957516,4.483957516,4.737337142,0.158859877,0.123409362,0.17140504,4.485841808,4.486400696,4.622524052,0.120095933,0.122477684,0.171255376,
172.21,,4.483725767,4.483725767,4.737184504,0.158855058,0.123400871,0.171398722,4.485610378,4.486170199,4.622335509,0.120101651,0.122475763,0.171248481,
172.22,,4.483494031,4.483494031,4.73703187,0.158850228,0.123392371,0.171392391,4.485378959,4.485939715,4.622146975,0.120107354,0.122473833,0.171241573,
172.23,,4.483262306,4.483262306,4.736879243,0.158845388,0.123383865,0.171386046,4.485147553,4.485709243,4.621958448,0.120113043,0.122471893,0.17123465,
172.24,,4.483030594,4.483030594,4.73672662,0.158840538,0.123375352,0.171379688,4.484916158,4.485478782,4.621769929,0.120118718,0.122469944,0.171227713,
172.25,,4.482798894,4.482798894,4.736574003,0.158835678,0.123366831,0.171373316,4.484684775,4.485248334,4.621581418,0.120124379,0.122467985,0.171220762,
172.26,,4.482567207,4.482567207,4.736421391,0.158830807,0.123358304,0.171366931,4.484453404,4.485017898,4.621392915,0.120130026,0.122466017,0.171213797,
172.27,,4.482335531,4.482335531,4.736268784,0.158825926,0.123349769,0.171360532,4.484222045,4.484787474,4.62120442,0.120135658,0.12246404,0.171206817,
172.28,,4.482103868,4.482103868,4.736116183,0.158821035,0.123341227,0.17135412,4.483990697,4.484557061,4.621015933,0.120141277,0.122462053,0.171199824,
172.29,,4.481872216,4.481872216,4.735963587,0.158816134,0.123332678,0.171347694,4.483759362,4.484326661,4.620827454,0.120146881,0.122460057,0.171192816,
172.3,,4.481640577,4.481640577,4.735810996,0.158811223,0.123324122,0.171341255,4.483528038,4.484096273,4.620638983,0.120152471,0.122458052,0.171185795,
172.31,,4.481408951,4.481408951,4.735658411,0.158806301,0.123315558,0.171334803,4.483296726,4.483865896,4.620450519,0.120158047,0.122456038,0.171178759,
172.32,,4.481177336,4.481177336,4.735505831,0.158801369,0.123306988,0.171328337,4.483065426,4.483635532,4.620262064,0.120163609,0.122454014,0.17117171,
172.33,,4.480945733,4.480945733,4.735353256,0.158796427,0.12329841,0.171321858,4.482834137,4.48340518,4.620073617,0.120169156,0.122451981,0.171164646,
172.34,,4.480714143,4.480714143,4.735200687,0.158791475,0.123289826,0.171315366,4.482602861,4.48317484,4.619885177,0.12017469,0.122449938,0.171157568,
172.35,,4.480482565,4.480482565,4.735048123,0.158786513,0.123281234,0.17130886,4.482371596,4.482944511,4.619696746,0.12018021,0.122447887,0.171150477,
172.36,,4.480250999,4.480250999,4.734895564,0.158781541,0.123272635,0.17130234,4.482140343,4.482714195,4.619508322,0.120185715,0.122445826,0.171143371,
172.37,,4.480019445,4.480019445,4.734743011,0.158776558,0.12326403,0.171295808,4.481909102,4.482483891,4.619319906,0.120191206,0.122443755,0.171136251,
172.38,,4.479787904,4.479787904,4.734590463,0.158771566,0.123255417,0.171289262,4.481677872,4.482253598,4.619131499,0.120196684,0.122441676,0.171129118,
172.39,,4.479556374,4.479556374,4.73443792,0.158766563,0.123246797,0.171282703,4.481446655,4.482023318,4.618943099,0.120202147,0.122439587,0.17112197,
172.4,,4.479324857,4.479324857,4.734285383,0.15876155,0.12323817,0.17127613,4.481215449,4.48179305,4.618754707,0.120207596,0.122437489,0.171114809,
172.41,,4.479093352,4.479093352,4.734132851,0.158756527,0.123229536,0.171269544,4.480984255,4.481562794,4.618566323,0.120213031,0.122435382,0.171107633,
172.42,,4.478861859,4.478861859,4.733980324,0.158751494,0.123220895,0.171262945,4.480753073,4.481332549,4.618377947,0.120218453,0.122433266,0.171100444,
172.43,,4.478630378,4.478630378,4.733827803,0.158746451,0.123212247,0.171256333,4.480521903,4.481102317,4.618189579,0.12022386,0.12243114,0.171093241,
172.44,,4.47839891,4.47839891,4.733675287,0.158741397,0.123203592,0.171249707,4.480290744,4.480872097,4.618001219,0.120229253,0.122429005,0.171086024,
172.45,,4.478167453,4.478167453,4.733522776,0.158736334,0.12319493,0.171243068,4.480059598,4.480641888,4.617812867,0.120234632,0.122426861,0.171078793,
172.46,,4.477936009,4.477936009,4.733370271,0.158731261,0.123186261,0.171236416,4.479828463,4.480411692,4.617624523,0.120239997,0.122424708,0.171071548,
172.47,,4.477704577,4.477704577,4.733217771,0.158726177,0.123177585,0.171229751,4.47959734,4.480181508,4.617436187,0.120245348,0.122422545,0.171064289,
172.48,,4.477473157,4.477473157,4.733065276,0.158721084,0.123168902,0.171223072,4.479366229,4.479951335,4.617247859,0.120250685,0.122420373,0.171057017,
172.49,,4.47724175,4.47724175,4.732912787,0.15871598,0.123160212,0.171216381,4.479135129,4.479721175,4.617059538,0.120256008,0.122418192,0.17104973,
172.5,,4.477010354,4.477010354,4.732760303,0.158710866,0.123151515,0.171209676,4.478904042,4.479491027,4.616871226,0.120261318,0.122416002,0.17104243,
172.51,,4.476778971,4.476778971,4.732607824,0.158705743,0.123142811,0.171202958,4.478672966,4.47926089,4.616682922,0.120266613,0.122413803,0.171035116,
172.52,,4.4765476,4.4765476,4.732455351,0.158700609,0.1231341,0.171196226,4.478441902,4.479030766,4.616494625,0.120271894,0.122411594,0.171027788,
172.53,,4.476316241,4.476316241,4.732302883,0.158695465,0.123125382,0.171189482,4.47821085,4.478800654,4.616306336,0.120277162,0.122409377,0.171020446,
172.54,,4.476084894,4.476084894,4.73215042,0.158690311,0.123116658,0.171182724,4.477979809,4.478570553,4.616118056,0.120282415,0.12240715,0.171013091,
172.55,,4.47585356,4.47585356,4.731997963,0.158685147,0.123107926,0.171175953,4.477748781,4.478340465,4.615929783,0.120287654,0.122404914,0.171005722,
172.56,,4.475622237,4.475622237,4.73184551,0.158679974,0.123099187,0.171169169,4.477517764,4.478110388,4.615741518,0.12029288,0.122402669,0.170998339,
172.57,,4.475390927,4.475390927,4.731693064,0.15867479,0.123090442,0.171162372,4.477286759,4.477880324,4.615553262,0.120298092,0.122400414,0.170990942,
172.58,,4.475159629,4.475159629,4.731540622,0.158669596,0.123081689,0.171155562,4.477055766,4.477650272,4.615365013,0.12030329,0.122398151,0.170983532,
172.59,,4.474928343,4.474928343,4.731388186,0.158664392,0.12307293,0.171148739,4.476824784,4.477420231,4.615176772,0.120308474,0.122395878,0.170976108,
172.6,,4.474697069,4.474697069,4.731235756,0.158659178,0.123064163,0.171141903,4.476593815,4.477190203,4.614988539,0.120313644,0.122393597,0.17096867,
172.61,,4.474465808,4.474465808,4.73108333,0.158653954,0.12305539,0.171135053,4.476362857,4.476960186,4.614800314,0.1203188,0.122391306,0.170961219,
172.62,,4.474234558,4.474234558,4.73093091,0.158648721,0.12304661,0.171128191,4.476131911,4.476730182,4.614612097,0.120323942,0.122389006,0.170953754,
172.63,,4.474003321,4.474003321,4.730778496,0.158643477,0.123037823,0.171121315,4.475900977,4.476500189,4.614423888,0.120329071,0.122386697,0.170946275,
172.64,,4.473772096,4.473772096,4.730626086,0.158638223,0.123029029,0.171114427,4.475670055,4.476270209,4.614235686,0.120334185,0.122384379,0.170938782,
172.65,,4.473540883,4.473540883,4.730473682,0.15863296,0.123020228,0.171107525,4.475439144,4.47604024,4.614047493,0.120339286,0.122382052,0.170931276,
172.66,,4.473309683,4.473309683,4.730321284,0.158627686,0.123011421,0.171100611,4.475208246,4.475810284,4.613859308,0.120344373,0.122379715,0.170923757,
172.67,,4.473078494,4.473078494,4.73016889,0.158622403,0.123002606,0.171093683,4.474977359,4.475580339,4.61367113,0.120349446,0.12237737,0.170916223,
172.68,,4.472847318,4.472847318,4.730016502,0.158617109,0.122993785,0.171086742,4.474746484,4.475350407,4.613482961,0.120354506,0.122375015,0.170908677,
172.69,,4.472616154,4.472616154,4.72986412,0.158611806,0.122984957,0.171079789,4.47451562,4.475120486,4.613294799,0.120359551,0.122372652,0.170901116,
172.7,,4.472385002,4.472385002,4.729711742,0.158606493,0.122976122,0.171072822,4.474284769,4.474890577,4.613106646,0.120364583,0.122370279,0.170893542,
172.71,,4.472153862,4.472153862,4.72955937,0.15860117,0.12296728,0.171065843,4.474053929,4.474660681,4.6129185,0.120369601,0.122367897,0.170885954,
172.72,,4.471922734,4.471922734,4.729407004,0.158595836,0.122958431,0.17105885,4.473823101,4.474430796,4.612730362,0.120374605,0.122365507,0.170878353,
172.73,,4.471691619,4.471691619,4.729254643,0.158590493,0.122949576,0.171051845,4.473592285,4.474200924,4.612542232,0.120379595,0.122363107,0.170870738,
172.74,,4.471460516,4.471460516,4.729102287,0.158585141,0.122940713,0.171044826,4.473361481,4.473971063,4.612354111,0.120384572,0.122360698,0.17086311,
172.75,,4.471229424,4.471229424,4.728949936,0.158579778,0.122931844,0.171037795,4.473130689,4.473741214,4.612165997,0.120389535,0.12235828,0.170855468,
172.76,,4.470998346,4.470998346,4.728797591,0.158574405,0.122922968,0.171030751,4.472899908,4.473511378,4.611977891,0.120394484,0.122355853,0.170847813,
172.77,,4.470767279,4.470767279,4.728645251,0.158569023,0.122914085,0.171023694,4.472669139,4.473281553,4.611789793,0.12039942,0.122353417,0.170840144,
172.78,,4.470536224,4.470536224,4.728492916,0.15856363,0.122905196,0.171016624,4.472438382,4.47305174,4.611601703,0.120404341,0.122350972,0.170832462,
172.79,,4.470305182,4.470305182,4.728340587,0.158558228,0.1228963,0.171009541,4.472207637,4.472821939,4.61141362,0.120409249,0.122348519,0.170824766,
172.8,,4.470074151,4.470074151,4.728188263,0.158552816,0.122887397,0.171002445,4.471976903,4.472592151,4.611225546,0.120414144,0.122346056,0.170817057,
172.81,,4.469843133,4.469843133,4.728035945,0.158547394,0.122878487,0.170995337,4.471746182,4.472362374,4.61103748,0.120419024,0.122343584,0.170809335,
172.82,,4.469612128,4.469612128,4.727883631,0.158541963,0.12286957,0.170988215,4.471515472,4.472132609,4.610849422,0.120423891,0.122341103,0.170801599,
172.83,,4.469381134,4.469381134,4.727731324,0.158536521,0.122860647,0.170981081,4.471284774,4.471902856,4.610661371,0.120428745,0.122338613,0.170793849,
172.84,,4.469150152,4.469150152,4.727579021,0.15853107,0.122851717,0.170973934,4.471054088,4.471673115,4.610473329,0.120433584,0.122336114,0.170786086,
172.85,,4.468919183,4.468919183,4.727426724,0.158525608,0.12284278,0.170966774,4.470823413,4.471443386,4.610285294,0.12043841,0.122333606,0.17077831,
172.86,,4.468688226,4.468688226,4.727274432,0.158520137,0.122833837,0.170959601,4.470592751,4.471213669,4.610097268,0.120443222,0.122331089,0.17077052,
172.87,,4.468457281,4.468457281,4.727122146,0.158514657,0.122824886,0.170952416,4.4703621,4.470983964,4.609909249,0.120448021,0.122328563,0.170762717,
172.88,,4.468226348,4.468226348,4.726969865,0.158509166,0.122815929,0.170945217,4.470131461,4.470754272,4.609721238,0.120452806,0.122326028,0.170754901,
172.89,,4.467995427,4.467995427,4.726817589,0.158503666,0.122806966,0.170938006,4.469900833,4.470524591,4.609533235,0.120457577,0.122323485,0.170747071,
172.9,,4.467764518,4.467764518,4.726665319,0.158498155,0.122797995,0.170930782,4.469670218,4.470294922,4.609345241,0.120462335,0.122320932,0.170739228,
172.91,,4.467533622,4.467533622,4.726513054,0.158492636,0.122789018,0.170923546,4.469439614,4.470065264,4.609157254,0.120467079,0.12231837,0.170731372,
172.92,,4.467302738,4.467302738,4.726360794,0.158487106,0.122780034,0.170916296,4.469209023,4.469835619,4.608969275,0.120471809,0.1223158,0.170723502,
172.93,,4.467071866,4.467071866,4.726208539,0.158481566,0.122771044,0.170909034,4.468978443,4.469605986,4.608781304,0.120476526,0.12231322,0.170715619,
172.94,,4.466841006,4.466841006,4.72605629,0.158476017,0.122762047,0.17090176,4.468747874,4.469376365,4.608593341,0.12048123,0.122310632,0.170707722,
172.95,,4.466610158,4.466610158,4.725904047,0.158470458,0.122753043,0.170894472,4.468517318,4.469146756,4.608405385,0.120485919,0.122308035,0.170699813,
172.96,,4.466379323,4.466379323,4.725751809,0.158464889,0.122744032,0.170887172,4.468286773,4.468917159,4.608217438,0.120490595,0.122305429,0.17069189,
172.97,,4.466148499,4.466148499,4.725599576,0.158459311,0.122735015,0.170879859,4.46805624,4.468687574,4.608029499,0.120495258,0.122302813,0.170683954,
172.98,,4.465917688,4.465917688,4.725447348,0.158453723,0.122725991,0.170872533,4.467825719,4.468458,4.607841568,0.120499907,0.122300189,0.170676004,
172.99,,4.465686889,4.465686889,4.725295126,0.158448125,0.122716961,0.170865195,4.46759521,4.468228439,4.607653644,0.120504542,0.122297556,0.170668042,
173,,4.465456102,4.465456102,4.725142909,0.158442517,0.122707924,0.170857844,4.467364713,4.46799889,4.607465729,0.120509164,0.122294915,0.170660066,
173.01,,4.465225327,4.465225327,4.724990697,0.1584369,0.12269888,0.170850481,4.467134227,4.467769353,4.607277821,0.120513773,0.122292264,0.170652077,
173.02,,4.464994565,4.464994565,4.724838491,0.158431273,0.12268983,0.170843105,4.466903753,4.467539827,4.607089921,0.120518368,0.122289604,0.170644075,
173.03,,4.464763815,4.464763815,4.72468629,0.158425636,0.122680773,0.170835716,4.466673291,4.467310314,4.60690203,0.120522949,0.122286936,0.170636059,
173.04,,4.464533076,4.464533076,4.724534095,0.15841999,0.122671709,0.170828315,4.466442841,4.467080812,4.606714146,0.120527517,0.122284259,0.170628031,
173.05,,4.46430235,4.46430235,4.724381905,0.158414333,0.122662639,0.170820901,4.466212403,4.466851323,4.60652627,0.120532071,0.122281573,0.170619989,
173.06,,4.464071636,4.464071636,4.72422972,0.158408668,0.122653562,0.170813474,4.465981976,4.466621845,4.606338402,0.120536612,0.122278878,0.170611934,
173.07,,4.463840935,4.463840935,4.724077541,0.158402992,0.122644479,0.170806035,4.465751561,4.46639238,4.606150542,0.120541139,0.122276174,0.170603866,
173.08,,4.463610245,4.463610245,4.723925367,0.158397307,0.122635389,0.170798583,4.465521158,4.466162926,4.60596269,0.120545653,0.122273461,0.170595785,
173.09,,4.463379568,4.463379568,4.723773198,0.158391612,0.122626292,0.170791119,4.465290767,4.465933485,4.605774846,0.120550154,0.12227074,0.170587691,
173.1,,4.463148903,4.463148903,4.723621034,0.158385908,0.122617189,0.170783642,4.465060387,4.465704055,4.60558701,0.120554641,0.122268009,0.170579583,
173.11,,4.46291825,4.46291825,4.723468877,0.158380194,0.12260808,0.170776153,4.46483002,4.465474638,4.605399182,0.120559114,0.12226527,0.170571463,
173.12,,4.462687609,4.462687609,4.723316724,0.15837447,0.122598963,0.170768651,4.464599664,4.465245232,4.605211362,0.120563574,0.122262522,0.170563329,
173.13,,4.46245698,4.46245698,4.723164577,0.158368737,0.12258984,0.170761136,4.46436932,4.465015838,4.605023549,0.120568021,0.122259765,0.170555183,
173.14,,4.462226364,4.462226364,4.723012435,0.158362994,0.122580711,0.170753609,4.464138987,4.464786456,4.604835745,0.120572454,0.122257,0.170547023,
173.15,,4.461995759,4.461995759,4.722860298,0.158357241,0.122571575,0.17074607,4.463908667,4.464557087,4.604647949,0.120576874,0.122254225,0.17053885,
173.16,,4.461765167,4.461765167,4.722708167,0.158351479,0.122562433,0.170738518,4.463678358,4.464327729,4.60446016,0.12058128,0.122251442,0.170530665,
173.17,,4.461534587,4.461534587,4.722556041,0.158345707,0.122553284,0.170730954,4.463448061,4.464098383,4.604272379,0.120585673,0.12224865,0.170522466,
173.18,,4.461304019,4.461304019,4.722403921,0.158339925,0.122544128,0.170723377,4.463217776,4.463869049,4.604084607,0.120590053,0.12224585,0.170514254,
173.19,,4.461073463,4.461073463,4.722251806,0.158334134,0.122534966,0.170715788,4.462987503,4.463639727,4.603896842,0.120594419,0.12224304,0.170506029,
173.2,,4.46084292,4.46084292,4.722099696,0.158328334,0.122525798,0.170708186,4.462757242,4.463410417,4.603709085,0.120598772,0.122240222,0.170497792,
173.21,,4.460612388,4.460612388,4.721947591,0.158322524,0.122516623,0.170700572,4.462526992,4.463181119,4.603521336,0.120603111,0.122237395,0.170489541,
173.22,,4.460381869,4.460381869,4.721795492,0.158316704,0.122507441,0.170692945,4.462296754,4.462951833,4.603333596,0.120607438,0.122234559,0.170481277,
173.23,,4.460151362,4.460151362,4.721643399,0.158310875,0.122498253,0.170685306,4.462066528,4.462722559,4.603145863,0.12061175,0.122231715,0.170473001,
173.24,,4.459920867,4.459920867,4.72149131,0.158305036,0.122489059,0.170677655,4.461836313,4.462493297,4.602958137,0.12061605,0.122228861,0.170464711,
173.25,,4.459690385,4.459690385,4.721339227,0.158299187,0.122479858,0.170669991,4.461606111,4.462264047,4.60277042,0.120620336,0.122225999,0.170456408,
173.26,,4.459459914,4.459459914,4.72118715,0.158293329,0.122470651,0.170662315,4.46137592,4.462034808,4.602582711,0.120624609,0.122223129,0.170448093,
173.27,,4.459229456,4.459229456,4.721035078,0.158287462,0.122461437,0.170654626,4.461145741,4.461805582,4.60239501,0.120628868,0.122220249,0.170439765,
173.28,,4.458999009,4.458999009,4.720883011,0.158281585,0.122452216,0.170646925,4.460915574,4.461576368,4.602207317,0.120633114,0.122217361,0.170431424,
173.29,,4.458768575,4.458768575,4.720730949,0.158275698,0.12244299,0.170639212,4.460685419,4.461347166,4.602019631,0.120637347,0.122214464,0.170423069,
173.3,,4.458538153,4.458538153,4.720578893,0.158269802,0.122433756,0.170631486,4.460455275,4.461117975,4.601831954,0.120641567,0.122211559,0.170414702,
173.31,,4.458307744,4.458307744,4.720426842,0.158263896,0.122424517,0.170623748,4.460225143,4.460888797,4.601644284,0.120645773,0.122208644,0.170406323,
173.32,,4.458077346,4.458077346,4.720274797,0.158257981,0.122415271,0.170615998,4.459995023,4.46065963,4.601456623,0.120649966,0.122205721,0.17039793,
173.33,,4.457846961,4.457846961,4.720122757,0.158252057,0.122406018,0.170608235,4.459764915,4.460430476,4.601268969,0.120654146,0.12220279,0.170389524,
173.34,,4.457616587,4.457616587,4.719970722,0.158246122,0.122396759,0.170600461,4.459534819,4.460201333,4.601081323,0.120658312,0.122199849,0.170381106,
173.35,,4.457386226,4.457386226,4.719818693,0.158240179,0.122387494,0.170592673,4.459304734,4.459972203,4.600893685,0.120662465,0.1221969,0.170372675,
173.36,,4.457155877,4.457155877,4.719666669,0.158234226,0.122378222,0.170584874,4.459074661,4.459743084,4.600706056,0.120666605,0.122193942,0.170364231,
173.37,,4.456925541,4.456925541,4.719514651,0.158228263,0.122368944,0.170577062,4.4588446,4.459513977,4.600518434,0.120670732,0.122190976,0.170355774,
173.38,,4.456695216,4.456695216,4.719362637,0.158222291,0.122359659,0.170569238,4.458614551,4.459284882,4.60033082,0.120674846,0.122188001,0.170347305,
173.39,,4.456464903,4.456464903,4.71921063,0.15821631,0.122350368,0.170561402,4.458384513,4.4590558,4.600143214,0.120678946,0.122185017,0.170338822,
173.4,,4.456234603,4.456234603,4.719058627,0.158210319,0.122341071,0.170553554,4.458154488,4.458826729,4.599955615,0.120683033,0.122182025,0.170330327,
173.41,,4.456004315,4.456004315,4.71890663,0.158204318,0.122331767,0.170545693,4.457924474,4.45859767,4.599768025,0.120687107,0.122179024,0.17032182,
173.42,,4.455774039,4.455774039,4.718754638,0.158198308,0.122322457,0.17053782,4.457694472,4.458368623,4.599580443,0.120691168,0.122176014,0.170313299,
173.43,,4.455543775,4.455543775,4.718602652,0.158192289,0.122313141,0.170529935,4.457464482,4.458139588,4.599392869,0.120695215,0.122172996,0.170304766,
173.44,,4.455313524,4.455313524,4.718450671,0.15818626,0.122303818,0.170522038,4.457234503,4.457910565,4.599205302,0.120699249,0.122169969,0.17029622,
173.45,,4.455083284,4.455083284,4.718298695,0.158180222,0.122294489,0.170514129,4.457004536,4.457681554,4.599017744,0.120703271,0.122166934,0.170287661,
173.46,,4.454853057,4.454853057,4.718146725,0.158174175,0.122285154,0.170506207,4.456774581,4.457452555,4.598830193,0.120707279,0.12216389,0.17027909,
173.47,,4.454622842,4.454622842,4.71799476,0.158168118,0.122275812,0.170498273,4.456544638,4.457223567,4.598642651,0.120711273,0.122160837,0.170270506,
173.48,,4.454392638,4.454392638,4.717842801,0.158162051,0.122266464,0.170490327,4.456314707,4.456994592,4.598455116,0.120715255,0.122157776,0.170261909,
173.49,,4.454162448,4.454162448,4.717690847,0.158155976,0.122257109,0.170482369,4.456084787,4.456765629,4.598267589,0.120719224,0.122154706,0.1702533,
173.5,,4.453932269,4.453932269,4.717538898,0.15814989,0.122247748,0.170474399,4.455854879,4.456536678,4.59808007,0.120723179,0.122151627,0.170244678,
173.51,,4.453702102,4.453702102,4.717386954,0.158143796,0.122238381,0.170466417,4.455624983,4.456307738,4.597892559,0.120727121,0.12214854,0.170236043,
173.52,,4.453471948,4.453471948,4.717235016,0.158137692,0.122229008,0.170458422,4.455395099,4.456078811,4.597705056,0.120731051,0.122145444,0.170227396,
173.53,,4.453241806,4.453241806,4.717083084,0.158131579,0.122219628,0.170450416,4.455165227,4.455849895,4.597517561,0.120734967,0.12214234,0.170218736,
173.54,,4.453011676,4.453011676,4.716931157,0.158125456,0.122210242,0.170442397,4.454935366,4.455620992,4.597330074,0.12073887,0.122139227,0.170210064,
173.55,,4.452781558,4.452781558,4.716779235,0.158119324,0.12220085,0.170434366,4.454705517,4.4553921,4.597142595,0.120742759,0.122136106,0.170201379,
173.56,,4.452551452,4.452551452,4.716627318,0.158113182,0.122191452,0.170426324,4.45447568,4.45516322,4.596955124,0.120746636,0.122132976,0.170192682,
173.57,,4.452321358,4.452321358,4.716475407,0.158107032,0.122182047,0.170418269,4.454245855,4.454934353,4.596767661,0.1207505,0.122129838,0.170183971,
173.58,,4.452091277,4.452091277,4.716323501,0.158100872,0.122172636,0.170410202,4.454016041,4.454705497,4.596580205,0.120754351,0.122126691,0.170175249,
173.59,,4.451861208,4.451861208,4.716171601,0.158094702,0.122163219,0.170402123,4.45378624,4.454476653,4.596392758,0.120758188,0.122123535,0.170166514,
