time_total,Glucose_max,Glucose_min,Glucose_opt,Insulin_max,Insulin_min,Insulin_opt
0,11,11,11,0,0,0
0.01,10.99984547,10.99909779,10.99934384,0.001658198,0.001658198,0.003578967
0.02,10.9996909,10.99819568,10.9986877,0.003316358,0.003316358,0.007157834
0.03,10.99953625,10.99729363,10.9980315,0.004974447,0.004974447,0.010736512
0.04,10.99938148,10.99639158,10.99737517,0.006632432,0.006632432,0.014314912
0.05,10.99922655,10.99548949,10.99671867,0.008290281,0.008290281,0.017892948
0.06,10.99907142,10.99458732,10.99606191,0.009947962,0.009947962,0.021470534
0.07,10.99891605,10.99368503,10.99540485,0.011605446,0.011605446,0.02504759
0.08,10.99876041,10.99278257,10.99474742,0.013262701,0.013262701,0.028624034
0.09,10.99860445,10.9918799,10.99408957,0.014919698,0.014919698,0.032199786
0.1,10.99844814,10.99097699,10.99343124,0.016576409,0.016576409,0.035774771
0.11,10.99829145,10.99007379,10.99277237,0.018232806,0.018232806,0.039348912
0.12,10.99813434,10.98917027,10.99211292,0.01988886,0.01988886,0.042922136
0.13,10.99797677,10.98826638,10.99145282,0.021544546,0.021544546,0.046494371
0.14,10.99781873,10.98736211,10.99079204,0.023199837,0.023199837,0.050065546
0.15,10.99766016,10.98645739,10.99013052,0.024854707,0.024854707,0.053635591
0.16,10.99750105,10.98555222,10.98946821,0.026509132,0.026509132,0.057204441
0.17,10.99734136,10.98464654,10.98880506,0.028163085,0.028163085,0.060772028
0.18,10.99718106,10.98374033,10.98814103,0.029816544,0.029816544,0.064338288
0.19,10.99702013,10.98283356,10.98747608,0.031469485,0.031469485,0.067903158
0.2,10.99685852,10.98192619,10.98681015,0.033121884,0.033121884,0.071466577
0.21,10.99669623,10.98101819,10.98614322,0.03477372,0.03477372,0.075028485
0.22,10.99653321,10.98010954,10.98547523,0.03642497,0.03642497,0.078588822
0.23,10.99636944,10.9792002,10.98480615,0.038075613,0.038075613,0.082147532
0.24,10.9962049,10.97829016,10.98413593,0.039725627,0.039725627,0.085704558
0.25,10.99603956,10.97737937,10.98346455,0.041374993,0.041374993,0.089259845
0.26,10.99587339,10.97646781,10.98279195,0.043023689,0.043023689,0.092813339
0.27,10.99570638,10.97555546,10.98211811,0.044671697,0.044671697,0.096364988
0.28,10.99553849,10.97464229,10.98144299,0.046318997,0.046318997,0.099914741
0.29,10.9953697,10.97372828,10.98076656,0.04796557,0.04796557,0.103462548
0.3,10.9952,10.9728134,10.98008878,0.049611398,0.049611398,0.107008359
0.31,10.99502935,10.97189763,10.97940962,0.051256462,0.051256462,0.110552127
0.32,10.99485774,10.97098094,10.97872904,0.052900746,0.052900746,0.114093805
0.33,10.99468515,10.97006332,10.97804702,0.054544232,0.054544232,0.117633348
0.34,10.99451155,10.96914474,10.97736353,0.056186903,0.056186903,0.12117071
0.35,10.99433692,10.96822517,10.97667853,0.057828743,0.057828743,0.124705849
0.36,10.99416125,10.96730461,10.975992,0.059469736,0.059469736,0.128238721
